ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
261302,MADISON MEDICAL CENTER,MO,publisher-date-review,publisher-issue,automated-file-access-denied,"Browser download attempt, then publisher whitelist request with the recorded denial evidence",https://madisonmedicalcenter.net/cms-hpt.txt,403,2026-09-09T10:08:18.933Z,,https://madisonmedicalcenter.net/431445493_Madison%20Medical%20Center_standardcharges.json,403,,,,,,,,,,2026-09-09T10:08:19.065Z,,,,Automated retrieval denied while the earlier pass corroborated facility identity from this URL; not evidence of a missing file.
261303,COMMUNITY HOSPITAL ASSOCIATION,MO,file-access-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://fairfaxmed.com/cms-hpt.txt,403,2026-09-09T10:08:19.085Z,,https://fairfax.pt.panaceainc.com/MRFDownload/fairfax/fairfax,200,https://mrf.panaceainc.com/Download.aspx?org=fairfax&loc=fairfax&ref=,mrf-header-name-without-location,,Community Hospital Association,Community Hospital Fairfax,MO,2026-08-21,3.0.0,date-within-365-days-version-3,2026-09-09T10:08:20.941Z,,31923474ac7d6caf9bdf978f9f52150915388614ce27011e979f2c442fdec871,,
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,MO,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.pcmhosp.com/_files/ugd/715aec_84b5ed9ad0954d16bc85a681eba230f9.txt?dn=cms-hpt%20(2026).txt,206,2026-09-09T10:08:19.334Z,,https://715aec82-78c7-4cfd-9819-25bb620d49bb.usrfiles.com/ugd/715aec_bcdff3c73b64415b8485139001e17eb7.csv,206,https://715aec82-78c7-4cfd-9819-25bb620d49bb.usrfiles.com/ugd/715aec_bcdff3c73b64415b8485139001e17eb7.csv,mrf-header-name-without-location,,Putnam County Memorial Hospital,Putnam County Memorial Hospital,MO,2026-04-09,3.0.0,date-within-365-days-version-3,2026-09-09T10:08:20.486Z,adf1a90f26e47956ea6741f9784e6ff4fe2c8a898909c2f7ee0c970c6b6c6714,24dad2784d20989477bb2d025e219c4142c7dce462622e07dec2880c77590d5b,,
261307,PERSHING MEMORIAL HOSPITAL,MO,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://phsmo.org/cms-hpt.txt,200,2026-09-09T10:08:19.554Z,,https://hospitalpricetransparencyfiles.com/general-john-j-pershing-memorial-hospital-association/430715842_General-John-J-Pershing-Memorial-Hospital-Association_standardcharges.csv,206,https://hospitalpricetransparencyfiles.com/general-john-j-pershing-memorial-hospital-association/430715842_General-John-J-Pershing-Memorial-Hospital-Association_standardcharges.csv,corroborated,file-name-and-address,General John J Pershing Memorial Hospital Association,Pershing Memorial Hospital,MO,2025-06-13,3.0.0,date-over-365-days,2026-09-09T10:08:20.907Z,7f0a1a05eb3802ae00db2b1ed514c45292e422a921fd522c63a885477d16a481,430478d74738afdaefa861b32674f8be00563da2a28b3755a74f9c8c8231da3d,,Same declared date 2025-06-13 observed again after the earlier check (2026-09-09T01:49:09.772Z).
261331,FREEMAN NEOSHO HOSPITAL,MO,pointer-or-domain-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.freemanhealth.com/sites/default/files/cms0-hpt.txt,206,2026-09-09T10:08:19.355Z,,https://url.us.m.mimecastprotect.com/s/32rHC5yrA4hpXZvntyi3fkJCbs?domain=hospitalpricedisclosure.com,206,https://cleverleypteusstatic.blob.core.windows.net/readable/431240629_freeman-neosho-hospital_standardcharges.json,corroborated,file-name-and-address,Freeman Neosho Hospital,Freeman Neosho Hospital|Neosho Hospital Inpatient Critical Access|Neosho Hospital Swing Bed,MO,2025-05-01,2.2.0,date-over-365-days,2026-09-09T10:09:05.938Z,68db79b55bd321c09bbf4ec1500de2b8e11a3decae74e599d1df8024bb165dde,2193cb808f6e75ea3924e9b2a204854bd2236e98210650ec1ef9490e2c2671bc,,Declared date over 365 days at check time.
261332,CARROLL COUNTY MEMORIAL HOSPITAL,MO,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.carrollcountyhospital.org/cms-hpt.txt,206,2026-09-09T10:08:27.551Z,,https://www.carrollcountyhospital.org/Content/Uploads/carrollcountyhospital.org/files/440629397_carroll-county-memorial-hospital_standardcharges.csv.csv,206,https://www.carrollcountyhospital.org/Content/Uploads/carrollcountyhospital.org/files/440629397_carroll-county-memorial-hospital_standardcharges.csv.csv,corroborated,file-name-and-address,Carroll County Memorial Hospital,Carroll County Memorial Hospital,MO,2026-04-01,3.0.,date-within-365-days-version-3,2026-09-09T10:08:28.730Z,764fec9f09e1c3e65abd0a32e37baca42f88f4b47d463f711a3e60ba65a3adde,acb0c07295aba12731fe321de0ac1d6eaab1ffbeb8c64ee0e988452732f6787c,,
270004,BILLINGS CLINIC HOSPITAL,MT,identity-or-format-review,unresolved,,Browser download attempt on the recorded file URL; a failed automated request is not evidence the file is absent,https://stillwaterbillingsclinic.com/cms-hpt.txt,403,2026-09-09T10:08:27.781Z,,,,,,,,,,,,,,,,,
270012,BENEFIS HOSPITALS INC,MT,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://www.benefis.org/cms-hpt.txt,403,2026-09-09T10:37:44.117Z,,,,,,,,,,,,,,,,,
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,MT,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://bozemanhealth.org/cms-hpt.txt,206,2026-09-09T10:37:43.995Z,,https://bozemanhealth.org/wp-content/uploads/2025/01/01/474717998_deaconess-regional-medical-center_standardcharges.json,206,https://bozemanhealth.org/wp-content/uploads/2025/01/01/474717998_deaconess-regional-medical-center_standardcharges.json,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Deaconess Regional Medical Center,Deaconess Regional Medical Center,MT,2024-11-19,2.2.0,date-over-365-days,2026-09-09T10:08:41.771Z,79098aa3edfa01f7b6377984fa5b0cb11f555a55d345e0e5b5a0e7af72a4b057,eeda8bd559b40879b6a784dfc686b12c131cfa3465e0c019cb829de3595dad07,renamed-facility-pointer-label-and-roster-address,Same declared date 2024-11-19 observed again after the earlier check (2026-09-09T02:29:08.703Z).
271311,BIG SANDY MEDICAL CENTER,MT,publisher-date-review,unresolved,,Publisher inquiry on the recorded declared date; recheck after their update window,https://bsmc.org/cms-hpt.txt,206,2026-09-09T10:37:44.945Z,,https://secure.claraprice.net/price-transparency/ZVEI-1742918921118/machine-readable/810291695_big-sandy-medical-center_standardcharges.json,200,https://secure.claraprice.net/price-transparency/ZVEI-1742918921118/machine-readable/810291695_big-sandy-medical-center_standardcharges.json,mrf-header-has-no-license-state,,Big Sandy Medical Center,,,,,date-unverified,2026-09-09T10:08:32.113Z,66d60657dec19fecfab86f0cd9ce8ab6b1a986c053ea3cc498fa6dce3de933ba,60e796140f4c4e4e1be175b6b231db01f1aeb7c833562602035fae5fbea4922f,,
271314,DEER LODGE MEDICAL CENTER,MT,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://dlmed.org/cms-hpt.txt,206,2026-09-09T10:37:44.698Z,,https://www.dlmed.org/wp-content/uploads/2026/01/Powell-County-Hospital-Standard-Charges.csv,206,https://www.dlmed.org/wp-content/uploads/2026/01/Powell-County-Hospital-Standard-Charges.csv,mrf-header-does-not-match-unresolved-roster,,Powell County Memorial Hospital Association,Deer Lodge Medical Center,CA,2026-01-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T10:37:45.731Z,cdb12c6e3513e7cdf2e79578143fa32759ffd0180d1384d01b814f885e200168,867562e9bddedb066937d28de75b5d0b1972f7c4271c0c1bf9d5bc3dfd6aa515,,
271324,PONDERA MEDICAL CENTER,MT,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://logan.org/cms-hpt.txt,200,2026-09-09T10:08:39.028Z,,https://hospitalpricedisclosure.com/download.aspx?pi=YI*_*B*_*wvXdFlgmQNXvicF2w*-*,206,https://cleverleypteusstatic.blob.core.windows.net/readable/810232406_logan-health---conrad_standardcharges.json,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Logan Health - Conrad,Logan Health - Conrad,MT,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:47:59.312Z,e45689a5aea0c03953cc95a6e4753468f4a5c897cb61db0692c279978ae782c3,514ad57ac6e8c3529db980c878ea9f15729b9317ec5072146d2893413c0c2790,renamed-facility-pointer-label-and-roster-address,
271329,MADISON VALLEY MEDICAL CENTER,MT,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://mvmedcenter.org/cms-hpt.txt,"curl: (28) Resolving timed out after 8000 milliseconds
",2026-09-09T11:38:06.388Z,,,,,,,,,,,,,,,,,
271331,MINERAL COMMUNITY HOSPITAL,MT,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://mineralcommunityhospital.com/cms-hpt.txt,200,2026-09-09T10:08:38.811Z,,https://mineralcommunityhospital.com/wp-content/uploads/2025/04/810421823_Mineral-Community-Hospital_standardcharges07.2024-3.csv,206,https://mineralcommunityhospital.com/wp-content/uploads/2025/04/810421823_Mineral-Community-Hospital_standardcharges07.2024-3.csv,corroborated,file-name-and-address,Mineral Community Hospital,Mineral Community Hospital,MT,2024-07-01,2.0.0,date-over-365-days,2026-09-09T10:08:39.886Z,68931eb7dc6b67b6c5590ed8d18ebc3997ad7b54e57d186ad77cd82b414d4e17,b5f58ac56c41d89c02284fafe00c036ecdea48d6f7164c4387783faef7fba129,,Same declared date 2024-07-01 observed again after the earlier check (2026-09-09T02:29:09.624Z).
271332,GLENDIVE MEDICAL CENTER,MT,file-access-review,unresolved,,Browser download attempt on the recorded file URL; a failed automated request is not evidence the file is absent,https://www.gmc.org/cms-hpt.txt,206,2026-09-09T10:08:40.178Z,,,,,,,,,,,,,,529f80482462d9e53f6f2484da403b0457aff819eb096d22f86ee41639850265,,,
271389,BOZEMAN HEALTH BIG SKY MEDICAL CENTER,MT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://bozemanhealth.org/cms-hpt.txt,206,2026-09-09T10:37:43.995Z,,https://bozemanhealth.org/wp-content/uploads/2025/01/01/474718253_big-sky-medical-center_standardcharges.json,206,https://bozemanhealth.org/wp-content/uploads/2025/01/01/474718253_big-sky-medical-center_standardcharges.json,corroborated,file-name-and-address,Big Sky Medical Center,Big Sky Medical Center,MT,2024-11-19,2.2.0,date-over-365-days,2026-09-09T10:08:58.282Z,79098aa3edfa01f7b6377984fa5b0cb11f555a55d345e0e5b5a0e7af72a4b057,b8d2bc7e3c8c48805fe3547c67e1864d6148dd7cf4702d42b3eb9049bdaf40c4,,Same declared date 2024-11-19 observed again after the earlier check (2026-09-09T01:49:11.101Z).
280065,GREAT PLAINS HEALTH,NE,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://res.cloudinary.com/dpmykpsih/raw/upload/great-plains-health-site-358/media/c905b76950d842b68b1299e19117ba31/cms-hpt.txt,206,2026-09-09T10:08:40.759Z,,https://secure.claraprice.net/price-transparency/MAPH-1681850094272/machine-readable,200,https://secure.claraprice.net/price-transparency/MAPH-1681850094272/machine-readable/470662290_great-plains-health_standardcharges.json,mrf-header-has-no-license-state,,Great Plains Health,,,,,date-unverified,2026-09-09T10:08:42.644Z,5fb6a54612d417ea8d73c57654cd2d0560f400943e02e119cc5a0442472f27b6,a5e8b9c90658e00df1ebf0b51ba3b21f204489ca9bf6ae36cbbb0683de6f1bef,,
280134,KEARNEY REGIONAL MEDICAL CENTER,NE,pointer-or-domain-review,unresolved,,Browser download attempt on the recorded file URL; a failed automated request is not evidence the file is absent,https://www.bryanhealth.com/cms-hpt.txt,403,2026-09-09T10:08:40.036Z,,,,,,,,,,,,,,,,,
281306,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,NE,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://kchs.org/cms-hpt.txt,206,2026-09-09T10:08:40.013Z,,https://secure.claraprice.net/price-transparency/ECZN-1713298384823/machine-readable/476014070_kearney-county-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/ECZN-1713298384823/machine-readable/476014070_kearney-county-hospital_standardcharges.json,mrf-header-has-no-license-state,,Kearney County Hospital,,,,,date-unverified,2026-09-09T10:08:43.757Z,ac46dc78007d2402c4e8205c0c626e9e7d22cf45dd2cee09c4254ce4d2d26231,7b45de53474e6fb4d21c2d2ad5ce9b951a909ab77eec017048db465566e32af5,,
281312,GENOA COMMUNITY HOSPITAL,NE,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://genoamedical.org/cms-hpt.txt,"curl: (28) Resolving timed out after 8006 milliseconds
",2026-09-09T10:38:04.784Z,,https://secure.claraprice.net/price-transparency/60faecd27d40231ea612e844/machine-readable/476006197_genoa-medical_standardcharges.json,200,https://secure.claraprice.net/price-transparency/60faecd27d40231ea612e844/machine-readable/476006197_genoa-medical_standardcharges.json,mrf-header-has-no-license-state,,Genoa Medical Facilities,,,,,date-unverified,2026-09-09T10:09:08.935Z,,9d23aff0f29bcfe87d2521ae681ab2423b8384a300254c50a17fc4fedca7617c,,
281313,GOTHENBURG HEALTH,NE,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.gothenburghealth.org/cms-hpt.txt,206,2026-09-09T10:08:40.345Z,,https://secure.claraprice.net/price-transparency/YTLS-1743523485849/machine-readable/470532605_gothenburg-health_standardcharges.json,200,https://secure.claraprice.net/price-transparency/YTLS-1743523485849/machine-readable/470532605_gothenburg-health_standardcharges.json,mrf-header-has-no-license-state,,Gothenburg Health,,,,,date-unverified,2026-09-09T10:09:21.172Z,d4be0eace7846f824b3689d6764912195185153320bdb169afc243ff48211b39,08004d5bf5b4fa6d7a9d1d406e8518ff4e1fc6360a5604859a8614fda20f8c30,,
281314,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,NE,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://ajhc.org/cms-hpt.txt,"curl: (28) Resolving timed out after 8008 milliseconds
",2026-09-09T11:38:06.578Z,,,,,,,,,,,,,,,,,
281316,WEBSTER COUNTY COMMUNITY HOSPITAL,NE,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://websterhospital.org/cms-hpt.txt,"curl: (28) Resolving timed out after 8009 milliseconds
",2026-09-09T10:38:04.806Z,,https://secure.claraprice.net/price-transparency/MMRL-1778188481466/machine-readable/470466032_webster-county-community-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/MMRL-1778188481466/machine-readable/470466032_webster-county-community-hospital_standardcharges.json,mrf-header-has-no-license-state,,Webster County Community Hospital dba Webster County Community Hospital,,,,,date-unverified,2026-09-09T10:09:32.762Z,,5ddab439729279cf91b07b45e976016333e1d8145972f2e40d3f3351323956a6,,
281318,MORRILL COUNTY COMMUNITY HOSPITAL,NE,publisher-date-review,unresolved,,Publisher inquiry on the recorded declared date; recheck after their update window,https://www.morrillcountyhospital.com/storage/app/media/cms-hpt.txt,206,2026-09-09T10:08:41.299Z,,https://secure.claraprice.net/price-transparency/JBRE-1747325086649/machine-readable/470547317_morrill-county-community-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/JBRE-1747325086649/machine-readable/470547317_morrill-county-community-hospital_standardcharges.json,mrf-header-has-no-license-state,,Morrill County Community Hospital,,,,,date-unverified,2026-09-09T10:09:33.491Z,f96a68843fce53a27eb45d7aab80218c83fd686468336507c7f626b1b2d1edfd,1d04fc5db924c88343cda8f23d7ccd25e9cc8040814d9c85b59b7931aaa08293,,
281320,MEMORIAL HOSPITAL,NE,identity-or-format-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://www.upmc.com/cms-hpt.txt,206,2026-09-09T10:08:40.635Z,,https://dam.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/machine-readable-csv-not-json/820912090_upmc-memorial_standardcharges.csv?,206,https://dam.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/machine-readable-csv-not-json/820912090_upmc-memorial_standardcharges.csv?,other-facility,,UPMC Memorial,UPMC Memorial,PA,2026-03-06,3.0.0,date-within-365-days-version-3,2026-09-09T10:08:40.788Z,1e0913bcf5b47584ee390a1c9e4238da6dff99e57596a2ac6773d17ecfbfb167,ef65b46a602646e5dd7faca78a6e085b89d48b4adeda1b32ae05d7a14dfdf36e,,
281325,BROWN COUNTY HOSPITAL,NE,publisher-date-review,unresolved,,Publisher inquiry on the recorded declared date; recheck after their update window,https://browncountyhospital.org/cms-hpt.txt,206,2026-09-09T10:08:40.897Z,,https://secure.claraprice.net/price-transparency/OPOL-1689186416631/machine-readable/470532256_brown-county-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/OPOL-1689186416631/machine-readable/470532256_brown-county-hospital_standardcharges.json,mrf-header-has-no-license-state,,Brown County Hospital,,,,,date-unverified,2026-09-09T10:09:34.030Z,2933d5026829aa50d6357d120d04291d078b7dd4228de27d684c488414c4a744,74e271368d7cacdead21013693c4ca90cd84f66f5601054e0e4e6bbbdd31f4a1,,
281326,ANTELOPE MEMORIAL HOSPITAL,NE,file-access-review,unresolved,,Browser download attempt on the recorded file URL; a failed automated request is not evidence the file is absent,https://amhne.org/cms-hpt.txt,"curl: (28) Connection timed out after 8014 milliseconds
",2026-09-09T10:38:05.084Z,,,,,,,,,,,,,,,,,
281327,COZAD COMMUNITY HOSPITAL,NE,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://cozadhealthcare.com/cms-hpt.txt,206,2026-09-09T10:08:41.174Z,,https://secure.claraprice.net/price-transparency/YWBX-1689949782535/machine-readable/476007486_cozad-community-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/YWBX-1689949782535/machine-readable/476007486_cozad-community-hospital_standardcharges.json,mrf-header-has-no-license-state,,Cozad Community Hospital,,,,,date-unverified,2026-09-09T10:09:46.516Z,a6d2b24c1727961ba403522c03f5334380b6e047459cf3e328b5fe8ba4b4888c,ed22b221d39765d88eb8066c4ea3b769952b2f2e8798beec28861304b74d3e13,,
281329,AVERA ST ANTHONY'S HOSPITAL,NE,pointer-or-domain-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,http://www.avera.org/cms-hpt.txt,403,2026-09-09T10:07:29.048Z,,https://www.avera.org/app/files/public/2ee985f1-c8f5-4aff-9e24-196f8b6c838b/470463911_avera-st-anthonys-hospital_standardcharges.csv,206,https://www.avera.org/app/files/public/2ee985f1-c8f5-4aff-9e24-196f8b6c838b/470463911_avera-st-anthonys-hospital_standardcharges.csv,corroborated,file-name-and-address,Avera St. Anthony's Hospital,Avera St. Anthony's,NE,2026-04-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T13:11:15.250Z,,c40a0eed99c68f172e816b9ab8cdab2ad501470b2cb1b5c7fe40af1cf2c108a5,,Declared template version 4.0.0 is not a recognized CMS data dictionary version; facility identity and the 2026-04-01 update date are corroborated via browser retrieval.
281331,AVERA CREIGHTON HOSPITAL,NE,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,http://www.avera.org/cms-hpt.txt,403,2026-09-09T10:07:29.048Z,,https://www.avera.org/app/files/public/94f0fb48-c0d0-4b65-b98b-5628b62587c7/460225483_avera-creighton-hospital_standardcharges.csv,206,https://www.avera.org/app/files/public/94f0fb48-c0d0-4b65-b98b-5628b62587c7/460225483_avera-creighton-hospital_standardcharges.csv,mrf-header-name-without-location,,Avera Creighton Hospital,Creighton,NE,2026-04-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T13:11:15.256Z,,f5693baad57a813b83644ba7507cd5e73ee82ef7bc1dca5874fbca87cd15fd47,,
281332,BUTLER COUNTY HEALTH,NE,publisher-date-review,unresolved,,Publisher inquiry on the recorded declared date; recheck after their update window,https://www.bchccnet.org/cms-hpt.txt,206,2026-09-09T10:08:41.485Z,,https://secure.claraprice.net/price-transparency/XJEN-1744822433611/machine-readable/470551144_butler-county-health_standardcharges.json,200,https://secure.claraprice.net/price-transparency/XJEN-1744822433611/machine-readable/470551144_butler-county-health_standardcharges.json,mrf-header-has-no-license-state,,Butler County Health,,,,,date-unverified,2026-09-09T10:09:59.005Z,3f53dbf4b6b932a9d6f576f445ba3eabbea35d6782c621f668dad33adf8b7a93,60a90eb1dbe420dd98cfb0febb47ba98e1e15f8bad252682d2cf382f02e0d5ab,,
281334,BOONE COUNTY HEALTH CENTER,NE,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://boonecohealth.org/cms-hpt.txt,206,2026-09-09T10:08:41.311Z,,https://secure.claraprice.net/price-transparency/AWJB-1737999041661/machine-readable/476000611_boone-county-health-center_standardcharges.json,200,https://secure.claraprice.net/price-transparency/AWJB-1737999041661/machine-readable/476000611_boone-county-health-center_standardcharges.json,mrf-header-has-no-license-state,,Boone County Health Center,,,,,date-unverified,2026-09-09T10:09:59.827Z,6ded27a49ab2007860e07fa46220f61e8bf6161a14fdd0a231d872b90f3826e9,2efbe65814fb9e5480ca29fb5507b134f30ee879ce7961987f6f9d54cd0fb3de,,
281335,CALLAWAY DISTRICT HOSPITAL,NE,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.callawayhospital.org/cms-hpt.txt,200,2026-09-09T10:08:41.654Z,,https://secure.claraprice.net/price-transparency/IHDY-1698614401401/machine-readable/470533576_callaway-district-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/IHDY-1698614401401/machine-readable/470533576_callaway-district-hospital_standardcharges.json,mrf-header-has-no-license-state,,Callaway District Hospital,,,,,date-unverified,2026-09-09T10:10:12.896Z,1e55065d0e53f72980af92e891dc51fa42566608c424a7f7803b038735cedb49,76d25c964b351a8e3848209d16ddb91fc3943f5b4f02377043cdd2bca93e5ac6,,
281338,HOWARD COUNTY MEDICAL CENTER,NE,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://search.hospitalpriceindex.com/cms-hpt.txt,206,2026-09-09T11:37:55.687Z,,,,,,,,,,,,,,,,,
281340,DUNDY COUNTY HOSPITAL,NE,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.dchbenkelman.com/cms-hpt.txt,200,2026-09-09T10:08:41.480Z,,https://secure.claraprice.net/price-transparency/GGVV-1725057844241/machine-readable/47-0487831_dundy-county-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/GGVV-1725057844241/machine-readable/47-0487831_dundy-county-hospital_standardcharges.json,mrf-header-has-no-license-state,,Dundy County Hospital,,,,,date-unverified,2026-09-09T10:10:14.655Z,a8105a193386b17039115fcb0ff4f8fa539b1abd7d09c1fee78356daaca3eea7,23507489a6cbda883852b1de4e3cc652e6de931469712b7ece22413fe3b42510,,
281349,PENDER COMMUNITY HOSPITAL,NE,publisher-date-review,unresolved,,Publisher inquiry on the recorded declared date; recheck after their update window,https://www.pchne.org/cms-hpt.txt,206,2026-09-09T10:08:41.509Z,,https://secure.claraprice.net/price-transparency/TJON-1688566031190/machine-readable/470711662_pender-community-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/TJON-1688566031190/machine-readable/470711662_pender-community-hospital_standardcharges.json,mrf-header-has-no-license-state,,Pender Community Hospital,,,,,date-unverified,2026-09-09T10:10:15.481Z,9cffb7aedd12139667ceae3f336dbf0784a1c67cd5caa713a18115a1587e0546,179269c2f1eaef7244fcc93dd13112be4992cdf9c1c6a757f71b3cf9b7cd8c07,,
281350,JOHNSON COUNTY HOSPITAL,NE,publisher-date-review,unresolved,,Publisher inquiry on the recorded declared date; recheck after their update window,https://jchosp.com/cms-hpt.txt,401,2026-09-09T10:08:41.607Z,,https://secure.claraprice.net/price-transparency/OPIU-1673956354318/machine-readable/476000874_johnson-county-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/OPIU-1673956354318/machine-readable/476000874_johnson-county-hospital_standardcharges.json,mrf-header-has-no-license-state,,Johnson County Hospital,,,,,date-unverified,2026-09-09T10:10:16.381Z,,f3eaac6005b41453425b8775b22a9341f6797f7dfcdaa9e124dc3bc59de315c3,,
281352,"COMMUNITY MEDICAL CENTER, INC",NE,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://www.cmcfc.org/cms-hpt.txt,200,2026-09-09T12:38:47.815Z,,https://secure.claraprice.net/price-transparency/NTWZ-1713817372531/machine-readable/470421272_community-medical-center_standardcharges.json,200,https://secure.claraprice.net/price-transparency/NTWZ-1713817372531/machine-readable/470421272_community-medical-center_standardcharges.json,mrf-header-has-no-license-state,,Community Medical Center,,,,,date-unverified,2026-09-09T12:40:13.194Z,baf61f1aa073ad55aec532b261b1b10d74e87384c61b951999d2b8c3f082bda2,7c9345943ba72c70ac4e38729c444d6f1ffce3da783ace5e7eac6f7a58447a98,,
281353,VALLEY COUNTY HEALTH SYSTEM,NE,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://shop.valleycountyhealthsystem.org/cms-hpt.txt,"curl: (28) Resolving timed out after 8004 milliseconds
",2026-09-09T11:38:06.966Z,,,,,,,,,,,,,,,,,
281357,SIDNEY REGIONAL MEDICAL CENTER,NE,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,http://www.sidneyrmc.com/cms-hpt.txt,200,2026-09-09T10:08:41.854Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8186/470408242_sidney-regional-medical-center_standardcharges.csv,404,,,,,,,,,,2026-09-09T10:08:41.692Z,3e250deb3fad2ada16765197b6984ed5079ba8bee920c852ad2ccaa005e55de8,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
